SAMPLE NAME	HGNC ID	GENE NAME	PROCESS	LOG2FOLD	P-VALUE
sample2_user	SLC27A3	solute carrier family 27 member 3	Metabolism of Lipids & Lipoproteins	-0.200128	0.527453
sample2_user	STARD7	StAR related lipid transfer domain containing 7	Metabolism of Lipids & Lipoproteins	0.235178	0.0159227
sample2_user	CLYBL	citrate lyase beta like	Metabolism of Vitamins & Co-Factors	-0.223687	0.175928
sample2_user	COASY	Coenzyme A synthase	Metabolism of Vitamins & Co-Factors	0.154777	0.247895
sample2_user	CYB5A	cytochrome b5 type A	Metabolism of Vitamins & Co-Factors	0.0475979	0.728527
sample2_user	CYB5B	cytochrome b5 type B	Metabolism of Vitamins & Co-Factors	0.0696102	0.575018
sample2_user	MMAA	metabolism of cobalamin associated A	Metabolism of Vitamins & Co-Factors	0.04518	0.817642
sample2_user	MMAB	metabolism of cobalamin associated B	Metabolism of Vitamins & Co-Factors	-0.125499	0.482417
sample2_user	MMADHC	metabolism of cobalamin associated D	Metabolism of Vitamins & Co-Factors	0.0291719	0.778086
sample2_user	NAXD	NAD(P)HX dehydratase	Metabolism of Vitamins & Co-Factors	0.336709	0.00138962
sample2_user	NAXE	NAD(P)HX epimerase	Metabolism of Vitamins & Co-Factors	0.148576	0.116274
sample2_user	NMNAT3	nicotinamide nucleotide adenylyltransferase 3	Metabolism of Vitamins & Co-Factors	0.104932	0.481578
sample2_user	PANK2	pantothenate kinase 2	Metabolism of Vitamins & Co-Factors	-0.00326458	0.983244
sample2_user	RDH13	retinol dehydrogenase 13	Metabolism of Vitamins & Co-Factors	-0.379263	0.0280181
sample2_user	SLC16A7	solute carrier family 16 member 7	Mitochondrial Carrier	-0.35163	0.318653
sample2_user	SLC22A4	solute carrier family 22 member 4	Mitochondrial Carrier	-0.842614	0.00313023
sample2_user	SLC25A10	solute carrier family 25 member 10	Mitochondrial Carrier	-0.0539298	0.762177
sample2_user	SLC25A11	solute carrier family 25 member 11	Mitochondrial Carrier	0.0549023	0.539326
sample2_user	SLC25A14	solute carrier family 25 member 14	Mitochondrial Carrier	0.723016	0.0237763
sample2_user	SLC25A16	solute carrier family 25 member 16	Mitochondrial Carrier	-0.275717	0.144033
sample2_user	SLC25A18	solute carrier family 25 member 18	Mitochondrial Carrier	0.129376	0.866328
sample2_user	SLC25A19	solute carrier family 25 member 19	Mitochondrial Carrier	0.472066	0.00951718
sample2_user	SLC25A20	solute carrier family 25 member 20	Mitochondrial Carrier	0.58013	0.0027575
sample2_user	SLC25A21	solute carrier family 25 member 21	Mitochondrial Carrier	0.496831	0.0274044
sample2_user	SLC25A22	solute carrier family 25 member 22	Mitochondrial Carrier	-0.09968	0.802457
sample2_user	SLC25A23	solute carrier family 25 member 23	Mitochondrial Carrier	0.211323	0.132866
sample2_user	SLC25A24	solute carrier family 25 member 24	Mitochondrial Carrier	0.263427	0.111935
sample2_user	SLC25A25	solute carrier family 25 member 25	Mitochondrial Carrier	-0.928275	0.0100269
sample2_user	SLC25A26	solute carrier family 25 member 26	Mitochondrial Carrier	0.558767	0.000416704
sample2_user	SLC25A27	solute carrier family 25 member 27	Mitochondrial Carrier	-0.0462439	0.837717
sample2_user	SLC25A29	solute carrier family 25 member 29	Mitochondrial Carrier	-0.501509	0.00350365
sample2_user	SLC25A3	solute carrier family 25 member 3	Mitochondrial Carrier	0.132973	0.11919
sample2_user	SLC25A30	solute carrier family 25 member 30	Mitochondrial Carrier	0.0349252	0.87147
sample2_user	SLC25A33	solute carrier family 25 member 33	Mitochondrial Carrier	-0.402034	0.0194501
sample2_user	SLC25A34	solute carrier family 25 member 34	Mitochondrial Carrier	1.26874	0.000252398
sample2_user	SLC25A35	solute carrier family 25 member 35	Mitochondrial Carrier	0.270665	0.443662
sample2_user	SLC25A36	solute carrier family 25 member 36	Mitochondrial Carrier	-0.21357	0.0729875
sample2_user	SLC25A38	solute carrier family 25 member 38	Mitochondrial Carrier	0.0496238	0.733483
sample2_user	SLC25A39	solute carrier family 25 member 39	Mitochondrial Carrier	0.223834	0.0321195
sample2_user	SLC25A40	solute carrier family 25 member 40	Mitochondrial Carrier	0.217209	0.180343
sample2_user	SLC25A42	solute carrier family 25 member 42	Mitochondrial Carrier	0.43129	0.0723839
sample2_user	SLC25A44	solute carrier family 25 member 44	Mitochondrial Carrier	0.209781	0.0504339
sample2_user	SLC25A45	solute carrier family 25 member 45	Mitochondrial Carrier	0.405065	0.266417
sample2_user	SLC25A47	solute carrier family 25 member 47	Mitochondrial Carrier	0.0997367	0.733803
sample2_user	SLC27A1	solute carrier family 27 member 1	Mitochondrial Carrier	-0.126406	0.227402
sample2_user	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)	Mitochondrial Carrier	0.214743	0.176224
sample2_user	SLC3A1	solute carrier family 3 member 1	Mitochondrial Carrier	-0.0385178	0.903808
sample2_user	SLC44A1	solute carrier family 44 member 1	Mitochondrial Carrier	0.191799	0.304484
sample2_user	UCP2	uncoupling protein 2	Mitochondrial Carrier	0.581756	0.117215
sample2_user	UCP3	uncoupling protein 3	Mitochondrial Carrier	-0.438336	0.749156
sample2_user	ACTR2	actin related protein 2	Mitochondrial Dynamics	0.308232	0.0215851
sample2_user	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	Mitochondrial Dynamics	0.0634112	0.564083
sample2_user	AGTPBP1	ATP/GTP binding protein 1	Mitochondrial Dynamics	-0.190267	0.329538
sample2_user	APOO	apolipoprotein O	Mitochondrial Dynamics	0.150186	0.320852
sample2_user	APOOL	apolipoprotein O like	Mitochondrial Dynamics	-0.0894879	0.835488
sample2_user	ARPC3	actin related protein 2/3 complex subunit 3	Mitochondrial Dynamics	0.356737	0.0103345
sample2_user	ARPC5	actin related protein 2/3 complex subunit 5	Mitochondrial Dynamics	0.213632	0.157396
sample2_user	ATAD3A	ATPase family AAA domain containing 3A	Mitochondrial Dynamics	-0.214834	0.0957484
sample2_user	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10	Mitochondrial Dynamics	-0.0128241	0.91268
sample2_user	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3	Mitochondrial Dynamics	0.0219601	0.854131
sample2_user	CHCHD6	coiled-coil-helix-coiled-coil-helix domain containing 6	Mitochondrial Dynamics	0.0264325	0.897864
sample2_user	DNM1L	dynamin 1 like	Mitochondrial Dynamics	0.00389257	0.966535
sample2_user	FIS1	fission, mitochondrial 1	Mitochondrial Dynamics	0.167183	0.149917
sample2_user	FUNDC1	FUN14 domain containing 1	Mitochondrial Dynamics	-0.0860833	0.504505
sample2_user	FUNDC2	FUN14 domain containing 2	Mitochondrial Dynamics	-0.0128962	0.889133
sample2_user	GDAP1	ganglioside induced differentiation associated protein 1	Mitochondrial Dynamics	-0.0829209	0.779493
sample2_user	IMMT	inner membrane mitochondrial protein	Mitochondrial Dynamics	-0.0241147	0.834268
sample2_user	KIF1B	kinesin family member 1B	Mitochondrial Dynamics	-0.264685	0.0463169
sample2_user	KIF5B	kinesin family member 5B	Mitochondrial Dynamics	-0.183352	0.20875
sample2_user	LYRM1	LYR motif containing 1	Mitochondrial Dynamics	-0.033648	0.794047
sample2_user	MFF	mitochondrial fission factor	Mitochondrial Dynamics	0.189768	0.0456678
sample2_user	MFN1	mitofusin 1	Mitochondrial Dynamics	-0.0548339	0.588227
sample2_user	MFN2	mitofusin 2	Mitochondrial Dynamics	-0.0204995	0.870966
sample2_user	MGARP	mitochondria localized glutamic acid rich protein	Mitochondrial Dynamics	-0.863881	0.253902
sample2_user	MICOS10	mitochondrial contact site and cristae organizing system subunit 10	Mitochondrial Dynamics	0.284574	0.0703902
sample2_user	MICOS13	mitochondrial contact site and cristae organizing system subunit 13	Mitochondrial Dynamics	0.280372	0.0449376
sample2_user	MIEF1	mitochondrial elongation factor 1	Mitochondrial Dynamics	-0.292717	0.00610613
sample2_user	MIEF2	mitochondrial elongation factor 2	Mitochondrial Dynamics	0.349754	0.00336423
sample2_user	MSTO1	misato mitochondrial distribution and morphology regulator 1	Mitochondrial Dynamics	0.195793	0.134676
sample2_user	MTFP1	mitochondrial fission process 1	Mitochondrial Dynamics	0.361494	0.0065718
sample2_user	MTFR1	mitochondrial fission regulator 1	Mitochondrial Dynamics	0.192252	0.274634
sample2_user	MTFR1L	mitochondrial fission regulator 1 like	Mitochondrial Dynamics	0.155511	0.0986928
sample2_user	OMA1	OMA1 zinc metallopeptidase	Mitochondrial Dynamics	-0.00100902	0.993899
sample2_user	OPA1	OPA1 mitochondrial dynamin like GTPase	Mitochondrial Dynamics	-0.127935	0.289313
sample2_user	PHB2	prohibitin 2	Mitochondrial Dynamics	-0.0678831	0.680557
sample2_user	PKIA	cAMP-dependent protein kinase inhibitor alpha	Mitochondrial Dynamics	-0.0445922	0.738539
sample2_user	RHOT1	ras homolog family member T1	Mitochondrial Dynamics	-0.0963578	0.393739
sample2_user	RHOT2	ras homolog family member T2	Mitochondrial Dynamics	0.058124	0.687803
sample2_user	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1	Mitochondrial Dynamics	0.268477	0.0196467
sample2_user	SLC25A4	solute carrier family 25 member 4	Mitochondrial Dynamics	0.143461	0.161007
sample2_user	SLC25A46	solute carrier family 25 member 46	Mitochondrial Dynamics	0.187305	0.147039
sample2_user	SLC25A5	solute carrier family 25 member 5	Mitochondrial Dynamics	0.0727581	0.496837
sample2_user	SPG7	SPG7 matrix AAA peptidase subunit, paraplegin	Mitochondrial Dynamics	0.00615464	0.94461
sample2_user	SQSTM1	sequestosome 1	Mitochondrial Dynamics	-0.238633	0.0331367
sample2_user	STOML2	stomatin like 2	Mitochondrial Dynamics	-0.0272359	0.773605
sample2_user	SYBU	syntabulin	Mitochondrial Dynamics	-1.00744	0.000800546
sample2_user	TCAIM	T cell activation inhibitor, mitochondrial	Mitochondrial Dynamics	0.140732	0.183657
sample2_user	TMEM11	transmembrane protein 11	Mitochondrial Dynamics	0.210239	0.0747586
sample2_user	TRAK1	trafficking kinesin protein 1	Mitochondrial Dynamics	0.0767679	0.35602
sample2_user	TRAK2	trafficking kinesin protein 2	Mitochondrial Dynamics	0.185192	0.184071
sample2_user	USP30	ubiquitin specific peptidase 30	Mitochondrial Dynamics	0.15264	0.283575
sample2_user	WDR81	WD repeat domain 81	Mitochondrial Dynamics	0.722486	0.0000567366
sample2_user	AKAP1	A-kinase anchoring protein 1	Mitochondrial Signaling	-0.214184	0.138621
sample2_user	AKAP10	A-kinase anchoring protein 10	Mitochondrial Signaling	0.203332	0.112927
sample2_user	AKT1	AKT serine/threonine kinase 1	Mitochondrial Signaling	0.17776	0.057168
sample2_user	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2	Mitochondrial Signaling	0.198687	0.0724341
sample2_user	GSK3B	glycogen synthase kinase 3 beta	Mitochondrial Signaling	-0.00537898	0.973799
sample2_user	IDE	insulin degrading enzyme	Mitochondrial Signaling	0.0896585	0.444186
sample2_user	MAVS	mitochondrial antiviral signaling protein	Mitochondrial Signaling	0.172231	0.0684151
sample2_user	MTOR	mechanistic target of rapamycin kinase	Mitochondrial Signaling	-0.0977771	0.384583
sample2_user	NLRX1	NLR family member X1	Mitochondrial Signaling	0.334087	0.0137152
sample2_user	PRKACA	protein kinase cAMP-activated catalytic subunit alpha	Mitochondrial Signaling	0.146521	0.124623
sample2_user	PRKCE	protein kinase C epsilon	Mitochondrial Signaling	-0.102804	0.799519
sample2_user	SHC1	SHC adaptor protein 1	Mitochondrial Signaling	0.0940971	0.47448
sample2_user	SIRT1	sirtuin 1	Mitochondrial Signaling	-0.228655	0.0609603
sample2_user	SIRT2	sirtuin 2	Mitochondrial Signaling	0.116611	0.241492
sample2_user	SIRT3	sirtuin 3	Mitochondrial Signaling	-0.139412	0.299482
sample2_user	SIRT4	sirtuin 4	Mitochondrial Signaling	0.428569	0.0285842
sample2_user	SIRT5	sirtuin 5	Mitochondrial Signaling	-0.0865418	0.398213
sample2_user	SYNJ2BP	synaptojanin 2 binding protein	Mitochondrial Signaling	0.208447	0.219496
sample2_user	AMBRA1	autophagy and beclin 1 regulator 1 	Mitophagy	-0.224482	0.0706746
sample2_user	ATG5	autophagy related 5 	Mitophagy	0.230422	0.109117
sample2_user	ATG9B	autophagy related 9B 	Mitophagy	-0.769711	0.037749
sample2_user	BECN1	beclin 1	Mitophagy	0.110392	0.415272
sample2_user	CALCOCO2	calcium binding and coiled-coil domain 2 	Mitophagy	0.286409	0.00135094
sample2_user	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 	Mitophagy	-0.626913	0.000705614
sample2_user	NBR1	NBR1 autophagy cargo receptor 	Mitophagy	0.00341377	0.973778
sample2_user	OPTN	optineurin 	Mitophagy	-0.0534815	0.612546
sample2_user	PGAM5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase 	Mitophagy	0.0230876	0.825451
sample2_user	PINK1	PTEN induced kinase 1 	Mitophagy	-0.387493	0.0211351
sample2_user	PRKN	parkin RBR E3 ubiquitin protein ligase 	Mitophagy	-0.307283	0.0230958
sample2_user	RAB7B	RAB7B, member RAS oncogene family 	Mitophagy	0.456805	0.135051
sample2_user	RRAS2	RAS related 2 	Mitophagy	0.558321	0.00612667
sample2_user	TAX1BP1	Tax1 binding protein 1 	Mitophagy	-0.0669219	0.55001
sample2_user	TBC1D15	TBC1 domain family member 15 	Mitophagy	-0.3158	0.0287171
sample2_user	TBK1	TANK binding kinase 1 	Mitophagy	-0.0495232	0.702905
sample2_user	ULK1	unc-51 like autophagy activating kinase 1 	Mitophagy	-0.139594	0.182477
sample2_user	USP15	ubiquitin specific peptidase 15 	Mitophagy	0.0685505	0.554849
sample2_user	USP8	ubiquitin specific peptidase 8 	Mitophagy	-0.116998	0.334002
sample2_user	ARG2	arginase 2	Nitrogen Metabolism	-0.26021	0.508406
sample2_user	ASL	argininosuccinate lyase	Nitrogen Metabolism	-0.549828	0.015469
sample2_user	CA5A	carbonic anhydrase 5A	Nitrogen Metabolism	0.534764	0.329543
sample2_user	CA5B	carbonic anhydrase 5B	Nitrogen Metabolism	-0.066591	0.774615
sample2_user	DDAH1	dimethylarginine dimethylaminohydrolase 1	Nitrogen Metabolism	0.898025	0.000343114
sample2_user	OTC	ornithine carbamoyltransferase	Nitrogen Metabolism	0.140759	0.617415
sample2_user	AK2	adenylate kinase 2	Nucleotide Metabolism	0.35052	0.00855999
sample2_user	AK3	adenylate kinase 3	Nucleotide Metabolism	-0.0076616	0.952786
sample2_user	AK4	adenylate kinase 4	Nucleotide Metabolism	-0.0807904	0.694922
sample2_user	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	Nucleotide Metabolism	-0.0759552	0.439568
sample2_user	DHODH	dihydroorotate dehydrogenase (quinone)	Nucleotide Metabolism	0.0922795	0.616521
sample2_user	NME4	NME/NM23 nucleoside diphosphate kinase 4	Nucleotide Metabolism	0.192335	0.180266
sample2_user	NME6	NME/NM23 nucleoside diphosphate kinase 6	Nucleotide Metabolism	0.354655	0.0225045
sample2_user	NUDT13	nudix hydrolase 13	Nucleotide Metabolism	0.0816763	0.599158
sample2_user	NUDT9	nudix hydrolase 9	Nucleotide Metabolism	0.267042	0.0123531
sample2_user	TYMS	thymidylate synthetase	Nucleotide Metabolism	0.114798	0.404125
sample2_user	ADCK1	aarF domain containing kinase 1	Oxidative Phosphorylation	0.298018	0.0822647
sample2_user	ATP5F1A	ATP synthase F1 subunit alpha	Oxidative Phosphorylation	0.025315	0.774179
sample2_user	ATP5F1B	ATP synthase F1 subunit beta	Oxidative Phosphorylation	-0.0848573	0.281038
sample2_user	ATP5F1C	ATP synthase F1 subunit gamma	Oxidative Phosphorylation	-0.0675632	0.448865
sample2_user	ATP5F1D	ATP synthase F1 subunit delta	Oxidative Phosphorylation	0.193655	0.091747
sample2_user	ATP5IF1	ATP synthase inhibitory factor subunit 1	Oxidative Phosphorylation	0.240337	0.035118
sample2_user	ATP5MC1	ATP synthase membrane subunit c locus 1	Oxidative Phosphorylation	0.165382	0.126477
sample2_user	ATP5MC2	ATP synthase membrane subunit c locus 2	Oxidative Phosphorylation	0.287109	0.0164114
sample2_user	ATP5MC3	ATP synthase membrane subunit c locus 3	Oxidative Phosphorylation	0.126794	0.201484
sample2_user	ATP5MF	ATP synthase membrane subunit f	Oxidative Phosphorylation	0.0964578	0.50058
sample2_user	ATP5PB	ATP synthase peripheral stalk-membrane subunit b	Oxidative Phosphorylation	0.0890412	0.291852
sample2_user	ATP5PD	ATP synthase peripheral stalk subunit d	Oxidative Phosphorylation	0.164857	0.106817
sample2_user	ATP5PO	ATP synthase peripheral stalk subunit OSCP	Oxidative Phosphorylation	0.128531	0.261966
sample2_user	ATP6V1E1	ATPase H+ transporting V1 subunit E1	Oxidative Phosphorylation	0.340208	0.00326642
sample2_user	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	Oxidative Phosphorylation	-0.0976512	0.404231
sample2_user	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	Oxidative Phosphorylation	0.193934	0.154367
sample2_user	BCS1L	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone	Oxidative Phosphorylation	0.179744	0.16765
sample2_user	CISD1	CDGSH iron sulfur domain 1	Oxidative Phosphorylation	-0.134526	0.142813
sample2_user	CISD2	CDGSH iron sulfur domain 2	Oxidative Phosphorylation	0.214412	0.187247
sample2_user	CISD3	CDGSH iron sulfur domain 3	Oxidative Phosphorylation	-0.0591181	0.629641
sample2_user	CMC1	C-X9-C motif containing 1	Oxidative Phosphorylation	0.547234	0.00638577
sample2_user	COA1	cytochrome c oxidase assembly factor 1 homolog	Oxidative Phosphorylation	-0.137071	0.445039
sample2_user	COA4	cytochrome c oxidase assembly factor 4 homolog	Oxidative Phosphorylation	0.147212	0.521632
sample2_user	COA7	cytochrome c oxidase assembly factor 7 (putative)	Oxidative Phosphorylation	-0.0569818	0.675756
sample2_user	COQ10A	coenzyme Q10A	Oxidative Phosphorylation	0.265338	0.0609649
sample2_user	COQ10B	coenzyme Q10B	Oxidative Phosphorylation	-0.371557	0.0218965
sample2_user	COQ8A	coenzyme Q8A	Oxidative Phosphorylation	-0.389581	0.0029893
sample2_user	COQ8B	coenzyme Q8B	Oxidative Phosphorylation	0.314449	0.0290894
sample2_user	COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10	Oxidative Phosphorylation	-0.00828205	0.972883
sample2_user	COX11	cytochrome c oxidase copper chaperone COX11	Oxidative Phosphorylation	0.31571	0.0414751
sample2_user	COX15	cytochrome c oxidase assembly homolog COX15	Oxidative Phosphorylation	0.0898835	0.431391
sample2_user	COX16	cytochrome c oxidase assembly factor COX16	Oxidative Phosphorylation	0.110736	0.430811
sample2_user	COX18	cytochrome c oxidase assembly factor COX18	Oxidative Phosphorylation	0.0493209	0.745598
sample2_user	COX20	cytochrome c oxidase assembly factor COX20	Oxidative Phosphorylation	0.0872717	0.582059
sample2_user	COX4I1	cytochrome c oxidase subunit 4I1	Oxidative Phosphorylation	0.134921	0.217642
sample2_user	COX4I2	cytochrome c oxidase subunit 4I2	Oxidative Phosphorylation	0.0781879	0.815541
sample2_user	COX5A	cytochrome c oxidase subunit 5A	Oxidative Phosphorylation	0.208145	0.0372044
sample2_user	COX5B	cytochrome c oxidase subunit 5B	Oxidative Phosphorylation	0.159462	0.123049
sample2_user	COX6A1	cytochrome c oxidase subunit 6A1	Oxidative Phosphorylation	0.133425	0.348912
sample2_user	COX7A1	cytochrome c oxidase subunit 7A1	Oxidative Phosphorylation	0.324114	0.0218338
sample2_user	COX7A2	cytochrome c oxidase subunit 7A2	Oxidative Phosphorylation	0.295091	0.0478573
sample2_user	COX7A2L	cytochrome c oxidase subunit 7A2 like	Oxidative Phosphorylation	0.184999	0.129985
sample2_user	COX7B	cytochrome c oxidase subunit 7B	Oxidative Phosphorylation	0.0287754	0.799072
sample2_user	CYC1	cytochrome c1	Oxidative Phosphorylation	0.119715	0.186582
sample2_user	CYCS	cytochrome c, somatic	Oxidative Phosphorylation	-0.0454503	0.632343
sample2_user	D2HGDH	D-2-hydroxyglutarate dehydrogenase	Oxidative Phosphorylation	0.226945	0.0597082
sample2_user	DMAC2	distal membrane arm assembly complex 2	Oxidative Phosphorylation	-0.120059	0.213305
sample2_user	DMAC2L	distal membrane arm assembly complex 2 like	Oxidative Phosphorylation	-0.163634	0.133834
sample2_user	DONSON	downstream neighbor of SON	Oxidative Phosphorylation	0.342517	0.162721
sample2_user	ECSIT	ECSIT signalling integrator	Oxidative Phosphorylation	-0.12091	0.215102
sample2_user	ETFA	electron transfer flavoprotein subunit alpha	Oxidative Phosphorylation	0.303768	0.0739394
sample2_user	ETFB	electron transfer flavoprotein subunit beta	Oxidative Phosphorylation	0.224224	0.0324276
sample2_user	ETFDH	electron transfer flavoprotein dehydrogenase	Oxidative Phosphorylation	0.1719	0.177651
sample2_user	ETFRF1	electron transfer flavoprotein regulatory factor 1	Oxidative Phosphorylation	0.101231	0.395935
sample2_user	FOXRED1	FAD dependent oxidoreductase domain containing 1	Oxidative Phosphorylation	0.0481546	0.620968
sample2_user	GPD1	glycerol-3-phosphate dehydrogenase 1	Oxidative Phosphorylation	0.0195488	0.905418
sample2_user	GPD2	glycerol-3-phosphate dehydrogenase 2	Oxidative Phosphorylation	0.137379	0.364941
sample2_user	HCCS	holocytochrome c synthase	Oxidative Phosphorylation	0.374556	0.00402367
sample2_user	LYRM7	LYR motif containing 7	Oxidative Phosphorylation	0.414233	0.0827584
sample2_user	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	Oxidative Phosphorylation	0.0487333	0.62483
sample2_user	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	Oxidative Phosphorylation	0.2035	0.0393577
sample2_user	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	Oxidative Phosphorylation	0.136879	0.27813
sample2_user	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7	Oxidative Phosphorylation	0.0117165	0.940179
sample2_user	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	Oxidative Phosphorylation	-0.0601629	0.479219
sample2_user	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	Oxidative Phosphorylation	0.0718422	0.537362
sample2_user	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	Oxidative Phosphorylation	0.0370387	0.675916
sample2_user	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2	Oxidative Phosphorylation	0.427045	0.000574322
sample2_user	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	Oxidative Phosphorylation	-0.0557572	0.545578
sample2_user	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	Oxidative Phosphorylation	0.112398	0.371427
sample2_user	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5	Oxidative Phosphorylation	-0.56795	0.00377962
sample2_user	NDUFAF6	NADH:ubiquinone oxidoreductase complex assembly factor 6	Oxidative Phosphorylation	0.0501684	0.784888
sample2_user	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7	Oxidative Phosphorylation	0.0541378	0.751893
sample2_user	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10	Oxidative Phosphorylation	0.208496	0.0621198
sample2_user	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	Oxidative Phosphorylation	0.164366	0.133675
sample2_user	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3	Oxidative Phosphorylation	0.0268697	0.812793
sample2_user	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	Oxidative Phosphorylation	0.214496	0.0571373
sample2_user	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	Oxidative Phosphorylation	0.114867	0.314247
sample2_user	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	Oxidative Phosphorylation	0.262215	0.0300758
sample2_user	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	Oxidative Phosphorylation	-0.0537818	0.634421
sample2_user	NDUFC1	NADH:ubiquinone oxidoreductase subunit C1	Oxidative Phosphorylation	0.259136	0.095303
sample2_user	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2	Oxidative Phosphorylation	0.125732	0.272697
sample2_user	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	Oxidative Phosphorylation	-0.192135	0.0285677
sample2_user	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	Oxidative Phosphorylation	-0.070285	0.37551
sample2_user	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	Oxidative Phosphorylation	0.0397649	0.674819
sample2_user	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	Oxidative Phosphorylation	-0.12136	0.331199
sample2_user	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	Oxidative Phosphorylation	0.269077	0.0364915
sample2_user	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	Oxidative Phosphorylation	0.0529788	0.657088
sample2_user	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	Oxidative Phosphorylation	-0.0981195	0.438433
sample2_user	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8	Oxidative Phosphorylation	0.0408626	0.724541
sample2_user	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	Oxidative Phosphorylation	-0.0364135	0.783999
sample2_user	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	Oxidative Phosphorylation	-0.0698377	0.463613
sample2_user	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	Oxidative Phosphorylation	0.159615	0.181904
sample2_user	NIPSNAP1	nipsnap homolog 1	Oxidative Phosphorylation	0.0196668	0.910521
sample2_user	NIPSNAP2	nipsnap homolog 2	Oxidative Phosphorylation	0.0135332	0.89003
sample2_user	NUBPL	nucleotide binding protein like	Oxidative Phosphorylation	0.0604946	0.643461
sample2_user	OXA1L	OXA1L mitochondrial inner membrane protein	Oxidative Phosphorylation	0.179536	0.0569869
sample2_user	PET117	PET117 cytochrome c oxidase chaperone	Oxidative Phosphorylation	-0.0778235	0.598376
sample2_user	PTCD2	pentatricopeptide repeat domain 2	Oxidative Phosphorylation	0.207184	0.159682
sample2_user	RTN4IP1	reticulon 4 interacting protein 1	Oxidative Phosphorylation	0.0771426	0.626312
sample2_user	SCO1	SCO cytochrome c oxidase assembly protein 1	Oxidative Phosphorylation	0.0949147	0.376034
sample2_user	SCO2	SCO cytochrome c oxidase assembly protein 2	Oxidative Phosphorylation	0.522507	0.00417474
sample2_user	SDHA	succinate dehydrogenase complex flavoprotein subunit A	Oxidative Phosphorylation	-0.126965	0.120092
sample2_user	SDHAF2	succinate dehydrogenase complex assembly factor 2	Oxidative Phosphorylation	0.0191243	0.872279
sample2_user	SDHAF3	succinate dehydrogenase complex assembly factor 3	Oxidative Phosphorylation	0.481431	0.139987
sample2_user	SDHB	succinate dehydrogenase complex iron sulfur subunit B	Oxidative Phosphorylation	-0.165431	0.081588
sample2_user	SDHC	succinate dehydrogenase complex subunit C	Oxidative Phosphorylation	-0.0499156	0.606672
sample2_user	SDHD	succinate dehydrogenase complex subunit D	Oxidative Phosphorylation	0.0145319	0.858554
sample2_user	SURF1	SURF1 cytochrome c oxidase assembly factor	Oxidative Phosphorylation	0.0141277	0.91261
sample2_user	TBRG4	transforming growth factor beta regulator 4	Oxidative Phosphorylation	-0.127284	0.157515
sample2_user	TMEM126B	transmembrane protein 126B	Oxidative Phosphorylation	0.155975	0.227269
sample2_user	TMEM186	transmembrane protein 186	Oxidative Phosphorylation	0.0852788	0.49736
sample2_user	TMEM70	transmembrane protein 70	Oxidative Phosphorylation	0.125557	0.235618
